token_context,word_context,seg_context,sent_cotext,label
"[',andSoffer2000;JijkounanddeRijke2005),orthecorpusitselfwassignificantlysmallerthanours #TAUTHOR_TAG;Leuskietal.2006).', 'Therepresentativenessofthesamplesizewasnotdiscussedinanyofthesestudies']","['\x80¢Auserstudywasperformed,butitwaseitherverysmallcomparedtothecorpus(Carmel,Shtalhaim,andSoffer2000;JijkounanddeRijke2005),orthecorpusitselfwassignificantlysmallerthanours #TAUTHOR_TAG;Leuskietal.2006).', 'Therepresentativenessofthesamplesizewasnotdiscussedinanyofthesestudies']","[',andSoffer2000;JijkounanddeRijke2005),orthecorpusitselfwassignificantlysmallerthanours #TAUTHOR_TAG;Leuskietal.2006).', 'Therepresentativenessofthesamplesizewasnotdiscussedinanyofthesestudies']","['\x80¢Auserstudywasperformed,butitwaseitherverysmallcomparedtothecorpus(Carmel,Shtalhaim,andSoffer2000;JijkounanddeRijke2005),orthecorpusitselfwassignificantlysmallerthanours #TAUTHOR_TAG;Leuskietal.2006).', 'Therepresentativenessofthesamplesizewasnotdiscussedinanyofthesestudies']",1
"['(notableexceptionsareCarmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['(notableexceptionsareCarmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['(notableexceptionsareCarmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['', 'Despitethis,todate,therehasbeenlittleworkoncorpus-basedapproachestohelp-deskresponseautomation(notableexceptionsareCarmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']",0
"['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs(Oliver1993)forDoc-Pred,andSVMs #TAUTHOR_TAGforSent-Pred.11']","['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs(Oliver1993)forDoc-Pred,andSVMs #TAUTHOR_TAGforSent-Pred.11']","['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs(Oliver1993)forDoc-Pred,andSVMs #TAUTHOR_TAGforSent-Pred.11Additionally']","['', 'Hence,throughoutthecourseofthisproject,thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs(Oliver1993)forDoc-Pred,andSVMs #TAUTHOR_TAGforSent-Pred.11Additionally,weusedunigramsforclusteringdocumentsandsentences,andunigramsandbigramsforpredictingdocumentclustersandsentenceclusters(Sections3.1.2and3.2.2).', '']",5
"['redundantsentences.', 'Aftercalculatingtherawscoreofeachsentence,weuseamodifiedversionoftheAdaptiveGreedyAlgorithmby #TAUTHOR_TAGtopenalizeredundantsentencesincohesiveclusters.', 'ThisisdonebydecrementingthescoreofasentencethatbelongstoanSCforwhichthereisahigherorequalscoringsentence(ifthereareseveralhighest-scoringsentences,weretainonesentenceasareferencesentence-i']","['redundantsentences.', 'Aftercalculatingtherawscoreofeachsentence,weuseamodifiedversionoftheAdaptiveGreedyAlgorithmby #TAUTHOR_TAGtopenalizeredundantsentencesincohesiveclusters.', 'ThisisdonebydecrementingthescoreofasentencethatbelongstoanSCforwhichthereisahigherorequalscoringsentence(ifthereareseveralhighest-scoringsentences,weretainonesentenceasareferencesentence-i.e.,itsscoreisnotdecremented).', '']","['redundantsentences.', 'Aftercalculatingtherawscoreofeachsentence,weuseamodifiedversionoftheAdaptiveGreedyAlgorithmby #TAUTHOR_TAGtopenalizeredundantsentencesincohesiveclusters.', 'ThisisdonebydecrementingthescoreofasentencethatbelongstoanSCforwhichthereisahigherorequalscoringsentence(ifthereareseveralhighest-scoringsentences,weretainonesentenceasareferencesentence-i.e.,itsscoreisnotdecremented']","['redundantsentences.', 'Aftercalculatingtherawscoreofeachsentence,weuseamodifiedversionoftheAdaptiveGreedyAlgorithmby #TAUTHOR_TAGtopenalizeredundantsentencesincohesiveclusters.', 'ThisisdonebydecrementingthescoreofasentencethatbelongstoanSCforwhichthereisahigherorequalscoringsentence(ifthereareseveralhighest-scoringsentences,weretainonesentenceasareferencesentence-i.e.,itsscoreisnotdecremented).', '']",5
"['', 'ThepredictivemodelisaDecisionGraph #TAUTHOR_TAG,which,likeSnob,isbasedontheMMLprinciple.', 'TheDecisionGraphistrainedonunigramandbigramlemmasintherequestasinputfeatures,5andtheidentifieroftheresponseclusterthatcontainstheactualresponsefortherequestasthetargetfeature.', 'Themodelpredictswhichresponseclusterismostsuitableforagivenre-quest,andreturnstheprobabilitythatthispredictioniscorrect.', '']","['', 'ThepredictivemodelisaDecisionGraph #TAUTHOR_TAG,which,likeSnob,isbasedontheMMLprinciple.', 'TheDecisionGraphistrainedonunigramandbigramlemmasintherequestasinputfeatures,5andtheidentifieroftheresponseclusterthatcontainstheactualresponsefortherequestasthetargetfeature.', 'Themodelpredictswhichresponseclusterismostsuitableforagivenre-quest,andreturnstheprobabilitythatthispredictioniscorrect.', '']","['', 'ThepredictivemodelisaDecisionGraph #TAUTHOR_TAG,which,likeSnob,isbasedontheMMLprinciple.', 'TheDecisionGraphistrainedonunigramandbigramlemmasintherequestasinputfeatures,5andtheidentifieroftheresponseclusterthatcontainstheactualresponsefortherequestasthetargetfeature.', 'Themodelpredictswhichresponseclusterismostsuitableforagivenre-quest,andreturnstheprobabilitythatthispredictioniscorrect.', '']","['', 'ThepredictivemodelisaDecisionGraph #TAUTHOR_TAG,which,likeSnob,isbasedontheMMLprinciple.', 'TheDecisionGraphistrainedonunigramandbigramlemmasintherequestasinputfeatures,5andtheidentifieroftheresponseclusterthatcontainstheactualresponsefortherequestasthetargetfeature.', 'Themodelpredictswhichresponseclusterismostsuitableforagivenre-quest,andreturnstheprobabilitythatthispredictioniscorrect.', '']",5
"['hencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995;Watson1997; #TAUTHOR_TAG.', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']","['hencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995;Watson1997; #TAUTHOR_TAG.', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']","['hencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995;Watson1997; #TAUTHOR_TAG.', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']","[',eventheautomationofresponsestothe""easy""problemsisadifficulttask.', 'Althoughsuchinquiriesrevolvearoundarelativelysmallsetofissues,specificcircumstancescanmakeeachinquiryunique,andhencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995;Watson1997; #TAUTHOR_TAG.', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']",0
"['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000; #TAUTHOR_TAG;BickelandScheffer2004;Malik,Subramaniam,andKaushik2007).', 'eResponder']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000; #TAUTHOR_TAG;BickelandScheffer2004;Malik,Subramaniam,andKaushik2007).', 'eResponder,']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000; #TAUTHOR_TAG;BickelandScheffer2004;Malik,Subramaniam,andKaushik2007).', 'eResponder']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000; #TAUTHOR_TAG;BickelandScheffer2004;Malik,Subramaniam,andKaushik2007).', '']",1
"['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']","['areveryfewreportedattemptsatcorpus-basedautomationofhelp-deskresponses(Carmel,Shtalhaim,andSoffer2000;LapalmeandKosseim2003; #TAUTHOR_TAG;Malik,Subramaniam,andKaushik2007).', '']",1
"['predictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', ' #TAUTHOR_TAGcomparedapredictiveapproach(statisticaltranslation),aretrievalapproachbasedonalanguage-model,andahybridapproachwhichcombinesstatisticalchunkingandtraditionalretrieval.', '']","['predictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', ' #TAUTHOR_TAGcomparedapredictiveapproach(statisticaltranslation),aretrievalapproachbasedonalanguage-model,andahybridapproachwhichcombinesstatisticalchunkingandtraditionalretrieval.', '']","['andtwopredictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', ' #TAUTHOR_TAGcomparedapredictiveapproach(statisticaltranslation),aretrievalapproachbasedonalanguage-model,andahybridapproachwhichcombinesstatisticalchunkingandtraditionalretrieval.', '']","['', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', ' #TAUTHOR_TAGcomparedapredictiveapproach(statisticaltranslation),aretrievalapproachbasedonalanguage-model,andahybridapproachwhichcombinesstatisticalchunkingandtraditionalretrieval.', '']",1
"['', '6ForSent-Predwealsoexperimentedwithgrammaticalandsentence-basedsyntacticfeatures,suchasnumberofsyntacticphrases,grammaticalmood,andgrammaticalperson #TAUTHOR_TAG,butthesimplebinarybag-of-lemmasrepresentationyieldedsimilarresults.', '']","['', '6ForSent-Predwealsoexperimentedwithgrammaticalandsentence-basedsyntacticfeatures,suchasnumberofsyntacticphrases,grammaticalmood,andgrammaticalperson #TAUTHOR_TAG,butthesimplebinarybag-of-lemmasrepresentationyieldedsimilarresults.', '']","['', '6ForSent-Predwealsoexperimentedwithgrammaticalandsentence-basedsyntacticfeatures,suchasnumberofsyntacticphrases,grammaticalmood,andgrammaticalperson #TAUTHOR_TAG,butthesimplebinarybag-of-lemmasrepresentationyieldedsimilarresults.', '']","['', '6ForSent-Predwealsoexperimentedwithgrammaticalandsentence-basedsyntacticfeatures,suchasnumberofsyntacticphrases,grammaticalmood,andgrammaticalperson #TAUTHOR_TAG,butthesimplebinarybag-of-lemmasrepresentationyieldedsimilarresults.', '']",5
"['', 'Theyalsoproposedtwomajorcategoriesofmeta-learningapproachesforrecommendersystems,mergingandensemble,eachsubdividedintothemorespecificsubclassessuggestedby #TAUTHOR_TAGasfollows.', ""Themergingcategorycorrespondstotechniqueswheretheindividualmethodsaffecteachotherindifferentways(thiscategoryencompassesBurke'sfeature""]","['', 'Theyalsoproposedtwomajorcategoriesofmeta-learningapproachesforrecommendersystems,mergingandensemble,eachsubdividedintothemorespecificsubclassessuggestedby #TAUTHOR_TAGasfollows.', ""Themergingcategorycorrespondstotechniqueswheretheindividualmethodsaffecteachotherindifferentways(thiscategoryencompassesBurke'sfeature""]","['', 'Theyalsoproposedtwomajorcategoriesofmeta-learningapproachesforrecommendersystems,mergingandensemble,eachsubdividedintothemorespecificsubclassessuggestedby #TAUTHOR_TAGasfollows.', ""Themergingcategorycorrespondstotechniqueswheretheindividualmethodsaffecteachotherindifferentways(thiscategoryencompassesBurke'sfeaturecombination,cascade,featureaugmentation,andmeta-levelsub-categories)."", 'Theensemblecategorycorrespondstotechniqueswherethepredictionsoftheindividualmethodsarecombinedtoproduceafinalprediction']","['', 'Theyalsoproposedtwomajorcategoriesofmeta-learningapproachesforrecommendersystems,mergingandensemble,eachsubdividedintothemorespecificsubclassessuggestedby #TAUTHOR_TAGasfollows.', ""Themergingcategorycorrespondstotechniqueswheretheindividualmethodsaffecteachotherindifferentways(thiscategoryencompassesBurke'sfeaturecombination,cascade,featureaugmentation,andmeta-levelsub-categories)."", ""Theensemblecategorycorrespondstotechniqueswherethepredictionsoftheindividualmethodsarecombinedtoproduceafinalprediction(thiscategoryencompassesBurke'sweighted,switching,andmixedsub-categories""]",0
"['', 'InSection5,wediscussthedifficultiesassociatedwithsuchuserstudies,anddescribeahuman-basedevaluationweconductedforasmallsubsetoftheresponsesgeneratedbyoursystem #TAUTHOR_TAGb).', '']","['', 'InSection5,wediscussthedifficultiesassociatedwithsuchuserstudies,anddescribeahuman-basedevaluationweconductedforasmallsubsetoftheresponsesgeneratedbyoursystem #TAUTHOR_TAGb).', '']","['', 'InSection5,wediscussthedifficultiesassociatedwithsuchuserstudies,anddescribeahuman-basedevaluationweconductedforasmallsubsetoftheresponsesgeneratedbyoursystem #TAUTHOR_TAGb).', '']","['', 'InSection5,wediscussthedifficultiesassociatedwithsuchuserstudies,anddescribeahuman-basedevaluationweconductedforasmallsubsetoftheresponsesgeneratedbyoursystem #TAUTHOR_TAGb).', '']",5
"['andhencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995; #TAUTHOR_TAG;DelicandLahaix1998).', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandL']","['andhencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995; #TAUTHOR_TAG;DelicandLahaix1998).', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']","['andhencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995; #TAUTHOR_TAG;DelicandLahaix1998).', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandL']","[',eventheautomationofresponsestothe""easy""problemsisadifficulttask.', 'Althoughsuchinquiriesrevolvearoundarelativelysmallsetofissues,specificcircumstancescanmakeeachinquiryunique,andhencecaremustbetakentocomposearesponsethatdoesnotconfuse,irritate,ormisleadthecustomer.', 'Itisthereforenosurprisethatearlyattemptsatresponseautomationwereknowledge-driven(BarrandTessler1995; #TAUTHOR_TAG;DelicandLahaix1998).', 'Thesesystemswerecarefullydesignedtoproducerelevantandcorrectresponses,butrequiredsignificanthumaninputandmaintenance(DelicandLahaix1998']",0
"['', 'Theycomplementedthisapproachwithmachinelearningtechniquesthatautomaticallylearntheweightsofdifferentretrievalmodels.', ' #TAUTHOR_TAGcomparedtworetrievalapproaches(TF.IDFandqueryexpansion)andtwopredictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', '']","['', 'Theycomplementedthisapproachwithmachinelearningtechniquesthatautomaticallylearntheweightsofdifferentretrievalmodels.', ' #TAUTHOR_TAGcomparedtworetrievalapproaches(TF.IDFandqueryexpansion)andtwopredictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', '']","['', 'Theycomplementedthisapproachwithmachinelearningtechniquesthatautomaticallylearntheweightsofdifferentretrievalmodels.', ' #TAUTHOR_TAGcomparedtworetrievalapproaches(TF.IDFandqueryexpansion)andtwopredictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', '']","['', 'Theycomplementedthisapproachwithmachinelearningtechniquesthatautomaticallylearntheweightsofdifferentretrievalmodels.', ' #TAUTHOR_TAGcomparedtworetrievalapproaches(TF.IDFandqueryexpansion)andtwopredictiveapproaches(statisticaltranslationandlatentvariablemodels).', 'Jijkounandde #AUTHOR_TAGcompareddifferentvariantsofretrievaltechniques.', '']",0
"[' #TAUTHOR_TAG,oneapproachforachievingthisobjectiveconsistsofapplyingsupervisedlearning,whereawinningmethodisselectedforeachcaseinthetrainingset,allthetrainingcasesarelabeledaccordingly,andthenthesystemistrainedtopredictawinnerforunseencases.', '']","[' #TAUTHOR_TAG,oneapproachforachievingthisobjectiveconsistsofapplyingsupervisedlearning,whereawinningmethodisselectedforeachcaseinthetrainingset,allthetrainingcasesarelabeledaccordingly,andthenthesystemistrainedtopredictawinnerforunseencases.', '']","[' #TAUTHOR_TAG,oneapproachforachievingthisobjectiveconsistsofapplyingsupervisedlearning,whereawinningmethodisselectedforeachcaseinthetrainingset,allthetrainingcasesarelabeledaccordingly,andthenthesystemistrainedtopredictawinnerforunseencases.', '']","[' #TAUTHOR_TAG,oneapproachforachievingthisobjectiveconsistsofapplyingsupervisedlearning,whereawinningmethodisselectedforeachcaseinthetrainingset,allthetrainingcasesarelabeledaccordingly,andthenthesystemistrainedtopredictawinnerforunseencases.', '']",1
['\x80¢Onlyqualitativeobservationsoftheresponseswerereported(noformalevaluationwasperformed)(LapalmeandKosseim2003; #TAUTHOR_TAG'],['\x80¢Onlyqualitativeobservationsoftheresponseswerereported(noformalevaluationwasperformed)(LapalmeandKosseim2003; #TAUTHOR_TAG'],['\x80¢Onlyqualitativeobservationsoftheresponseswerereported(noformalevaluationwasperformed)(LapalmeandKosseim2003; #TAUTHOR_TAG'],['\x80¢Onlyqualitativeobservationsoftheresponseswerereported(noformalevaluationwasperformed)(LapalmeandKosseim2003; #TAUTHOR_TAG'],1
"['', 'Inourwork,wegathersetsofsentences,andassume(butdonotemploy)existingapproachesfortheirorganization(Goldsteinetal.2000;Barzilay,Elhadad,andMcKeown2001; #TAUTHOR_TAG']","['', 'Inourwork,wegathersetsofsentences,andassume(butdonotemploy)existingapproachesfortheirorganization(Goldsteinetal.2000;Barzilay,Elhadad,andMcKeown2001; #TAUTHOR_TAG']","['', 'Inourwork,wegathersetsofsentences,andassume(butdonotemploy)existingapproachesfortheirorganization(Goldsteinetal.2000;Barzilay,Elhadad,andMcKeown2001; #TAUTHOR_TAG']","['', 'Inourwork,wegathersetsofsentences,andassume(butdonotemploy)existingapproachesfortheirorganization(Goldsteinetal.2000;Barzilay,Elhadad,andMcKeown2001; #TAUTHOR_TAG']",0
"['applicationsthat,likehelp-desk,dealwithquestion--answerpairsare:summarizationofe-mailthreads(Dalli,Xia,andWilks2004; #TAUTHOR_TAG,andanswerextractioninFAQs(FrequentlyAskedQuestions)(BergerandMittal2000;SoricutandBrill2006).', 'Animportantdifferencebetweentheseapplicationsandhelp-deskisthathelp-deskrequeste-mailsarenotsimplequeries']","['applicationsthat,likehelp-desk,dealwithquestion--answerpairsare:summarizationofe-mailthreads(Dalli,Xia,andWilks2004; #TAUTHOR_TAG,andanswerextractioninFAQs(FrequentlyAskedQuestions)(BergerandMittal2000;SoricutandBrill2006).', 'Animportantdifferencebetweentheseapplicationsandhelp-deskisthathelp-deskrequeste-mailsarenotsimplequeries.', '']","['applicationsthat,likehelp-desk,dealwithquestion--answerpairsare:summarizationofe-mailthreads(Dalli,Xia,andWilks2004; #TAUTHOR_TAG,andanswerextractioninFAQs(FrequentlyAskedQuestions)(BergerandMittal2000;SoricutandBrill2006).', 'Animportantdifferencebetweentheseapplicationsandhelp-deskisthathelp-deskrequeste-mailsarenotsimplequeries.', '']","['applicationsthat,likehelp-desk,dealwithquestion--answerpairsare:summarizationofe-mailthreads(Dalli,Xia,andWilks2004; #TAUTHOR_TAG,andanswerextractioninFAQs(FrequentlyAskedQuestions)(BergerandMittal2000;SoricutandBrill2006).', 'Animportantdifferencebetweentheseapplicationsandhelp-deskisthathelp-deskrequeste-mailsarenotsimplequeries.', '']",1
"['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs #TAUTHOR_TAGforDoc-Pred,andSVMs']","['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs #TAUTHOR_TAGforDoc-Pred,andSVMs']","['thedifferentmethodshadminorimplementationalvariations,whichdonotaffecttheoverallinsightsofthisresearch.', 'Specifically,weusedDecisionGraphs #TAUTHOR_TAGforDoc-Pred,andSVMs']",[' #TAUTHOR_TAG'],5
"['Wealsoemployedsequence-basedmeasuresusingtheROUGEtoolset #TAUTHOR_TAG,withsimilarresultstothoseobtainedwiththeword-by-wordmeasures']","['Wealsoemployedsequence-basedmeasuresusingtheROUGEtoolset #TAUTHOR_TAG,withsimilarresultstothoseobtainedwiththeword-by-wordmeasures']","['Wealsoemployedsequence-basedmeasuresusingtheROUGEtoolset #TAUTHOR_TAG,withsimilarresultstothoseobtainedwiththeword-by-wordmeasures']","['Wealsoemployedsequence-basedmeasuresusingtheROUGEtoolset #TAUTHOR_TAG,withsimilarresultstothoseobtainedwiththeword-by-wordmeasures']",5
"['', 'WethenusetheprogramSnob #TAUTHOR_TAG;Wallace2005)toclustertheseexperiences.', 'Figure8(a)isaprojectionofthecentroidsoftheclustersproducedbySnobintothethreemostsignificantdimensionsdiscoveredbyPrincipalComponentAnalysis(PCA']","['', 'WethenusetheprogramSnob #TAUTHOR_TAG;Wallace2005)toclustertheseexperiences.', 'Figure8(a)isaprojectionofthecentroidsoftheclustersproducedbySnobintothethreemostsignificantdimensionsdiscoveredbyPrincipalComponentAnalysis(PCA)-these']","['ations(7)and(8),respectively).', 'WethenusetheprogramSnob #TAUTHOR_TAG;Wallace2005)toclustertheseexperiences.', 'Figure8(a)isaprojectionofthecentroidsoftheclustersproducedbySnobintothethreemostsignificantdimensionsdiscoveredbyPrincipalComponentAnalysis(PCA']","['trainthesystembyclusteringthe""experiences""oftheresponse-generationmethodsinaddressingrequests,whereeachexperienceischaracterizedbythevalueoftheconfidencemeasureemployedbyamethodanditssubsequentperformance,reflectedbyprecisionandrecall(Equations(7)and(8),respectively).', 'WethenusetheprogramSnob #TAUTHOR_TAG;Wallace2005)toclustertheseexperiences.', 'Figure8(a)isaprojectionofthecentroidsoftheclustersproducedbySnobintothethreemostsignificantdimensionsdiscoveredbyPrincipalComponentAnalysis(PCA)-thesedimensionsaccountfor95%ofthevariationinthedata.', '']",5
"['apracticalway,weconductedasmalluserstudywhereweaskedfourjudges(graduatestudentsfromtheFacultyofInformationTechnologyatMonashUniversity)toassesstheresponsesgeneratedbyoursystem #TAUTHOR_TAGa).', 'Ourjudgeswereinstructedtopositionthemselvesashelp-deskcustomerswhoknowthattheyarereceivinganautomatedresponse,andthatsucharesponseislikelytoarrivequickerthanaresponsecomposedbyanoperator.', 'Ouruserstudyassessedtheresponse-generationmethodsfromthefollowingperspectives,whichyieldinformationthatisbeyondtheF-scoreandprecisionmeasuresobtainedintheautomaticevaluation']","['apracticalway,weconductedasmalluserstudywhereweaskedfourjudges(graduatestudentsfromtheFacultyofInformationTechnologyatMonashUniversity)toassesstheresponsesgeneratedbyoursystem #TAUTHOR_TAGa).', 'Ourjudgeswereinstructedtopositionthemselvesashelp-deskcustomerswhoknowthattheyarereceivinganautomatedresponse,andthatsucharesponseislikelytoarrivequickerthanaresponsecomposedbyanoperator.', 'Ouruserstudyassessedtheresponse-generationmethodsfromthefollowingperspectives,whichyieldinformationthatisbeyondtheF-scoreandprecisionmeasuresobtainedintheautomaticevaluation']","['apracticalway,weconductedasmalluserstudywhereweaskedfourjudges(graduatestudentsfromtheFacultyofInformationTechnologyatMonashUniversity)toassesstheresponsesgeneratedbyoursystem #TAUTHOR_TAGa).', 'Ourjudgeswereinstructedtopositionthemselvesashelp-deskcustomerswhoknowthattheyarereceivinganautomatedresponse,andthatsucharesponseislikelytoarrivequickerthanaresponsecomposedbyanoperator.', 'Ouruserstudyassessedtheresponse-generationmethodsfromthefollowingperspectives,whichyieldinformationthatisbeyondtheF-scoreandprecisionmeasuresobtainedintheautomaticevaluation']","['ordertoaddresstheselimitationsinapracticalway,weconductedasmalluserstudywhereweaskedfourjudges(graduatestudentsfromtheFacultyofInformationTechnologyatMonashUniversity)toassesstheresponsesgeneratedbyoursystem #TAUTHOR_TAGa).', 'Ourjudgeswereinstructedtopositionthemselvesashelp-deskcustomerswhoknowthattheyarereceivinganautomatedresponse,andthatsucharesponseislikelytoarrivequickerthanaresponsecomposedbyanoperator.', 'Ouruserstudyassessedtheresponse-generationmethodsfromthefollowingperspectives,whichyieldinformationthatisbeyondtheF-scoreandprecisionmeasuresobtainedintheautomaticevaluation']",5
"['', 'Insteaditusesavotingmechanismtoselecttheanswergivenbythemajorityofmethods.', ""Thequestionansweringsystemdevelopedby #TAUTHOR_TAGbelongstothemergingcategoryofapproaches,wheretheoutputofanindividualmethodcanbeusedasinputtoadifferentmethod(thiscorrespondstoBurke'scascadesub-category)."", '']","['', 'Insteaditusesavotingmechanismtoselecttheanswergivenbythemajorityofmethods.', ""Thequestionansweringsystemdevelopedby #TAUTHOR_TAGbelongstothemergingcategoryofapproaches,wheretheoutputofanindividualmethodcanbeusedasinputtoadifferentmethod(thiscorrespondstoBurke'scascadesub-category)."", '']","['', 'Insteaditusesavotingmechanismtoselecttheanswergivenbythemajorityofmethods.', ""Thequestionansweringsystemdevelopedby #TAUTHOR_TAGbelongstothemergingcategoryofapproaches,wheretheoutputofanindividualmethodcanbeusedasinputtoadifferentmethod(thiscorrespondstoBurke'scascadesub-category)."", '']","['', 'Insteaditusesavotingmechanismtoselecttheanswergivenbythemajorityofmethods.', ""Thequestionansweringsystemdevelopedby #TAUTHOR_TAGbelongstothemergingcategoryofapproaches,wheretheoutputofanindividualmethodcanbeusedasinputtoadifferentmethod(thiscorrespondstoBurke'scascadesub-category)."", 'Becausetheresultsofallthemethodsarecomparable,nolearningisrequired:Ateachstageofthe""cascadeofmethods,""themethodthatperformsbestisselected.', '']",1
