CC,label
"Mind-wandering has a well-established inverse relationship to a variety of performance measures (e.g., Smallwood et al., 2004; McVay and Kane, 2012 a,b;, including reading comprehension (Smallwood et al., 2003 (Smallwood et al., , 2007(Smallwood et al., , 2008Smallwood and Schooler, 2006;McVay and Kane, 2009;#AUTHOR_TAG , 2011;Mrazek et al., 2012) . Un",0
"., Mason et al., 2007;Christoff et al., 2009; Andrews-Hanna et al., 2010 a;Stawarczyk et al., 2011 b), a network of several ""hubs"" and ""subsystems"" (Andrews-Hanna, 2012)  that probably constitutes a majority of the brain's energy consumption (#AUTHOR_TAG , 2009). It must serve important functions. These include a variety of mental processes, including retrieval of past experiences and imagining future scenarios ",0
"including reading comprehension (Smallwood et al., 2003 (Smallwood et al., , 2007(Smallwood et al., , 2008Smallwood and Schooler, 2006; McVay and Kane, 2009;Smallwood, 2011;Mrazek et al., 2012) . #AUTHOR_TAG  and McMillan (2013)  thoughtsampled TUTs and obtained laboratory measures of working memory capacity and a number of self-report measures: motivation for the task, interest in the topic, and previous experience with the subject matter. They found that, of these, motivation for the reading task was the strongest predictor (__�0.61) of the TUT measure of mind-wandering, and mind-wandering was the strongest predictor (__�0.58) of reading comprehension. In combination with the findings of ",0
"Similarly, goal-related stimuli influence dream content much more reliably than do other stimuli. One investigation in a sleep laboratory using standard electroencephalography (EEG) and eye movement measures (#AUTHOR_TAG  et al., 1981) administered a modified Concern Dimensions Questionnaire (CDQ; Klinger et al., 1980 Klinger et al.,",0
"as they may be, they serve up insights and planning components that can be assembled later into adaptive plans and action, as suggested by the incubation effect of experimentally induced mind-wandering in improving creative problem-solving (#AUTHOR_TAG  et al., 2012). See also",0
"Besides the observations that mind-wandering was more frequent during relaxed states or work on undemanding tasks, under these conditions self-generated thoughts were more often focused on the future than on the past Cox, 1987 -1988;Smallwood et al., 2009 b#AUTHOR_TAG  et al., 2011). Under more demanding conditions, this prospective bias disappeared (Smallwood et al., 2009 b). Also, working memory capacity has been reported inversely associated with everyday mind-wandering during resource-demanding activities (Kane et al., 2007) , positively related to proportionally prospective mind-wandering during an undemanding task ",0
"mulling the past, the individual, under the pressure of prospective loss or failure, may already be somewhat depressed, and the emotional tone of the ruminative sequences is likely to deepen that depression even further (#AUTHOR_TAG  et al., 2008).</s>",1
"and dreaming, and if one recognizes that non-conscious processes (meaning-complexes; Klinger, 1971#AUTHOR_TAG , , 2011 underlie both the thought and dream segments, there is no reason to doubt the close relationship of mind-wandering and its variants with the default-mode network.",1
"It must serve important functions. These include a variety of mental processes, including retrieval of past experiences and imagining future scenarios (#AUTHOR_TAG  et al., 2008), which are essential for planning and are also stock components of mind-wandering sequences. Raichle (2009)  argues that the default-mode network is not co",0
"color, such as green font for the word RED. Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (Johnsen et al., 1994;Riemann and McNally, 1995;Gilboa-Schechtman et al., 2000;#AUTHOR_TAG and Cox, 2008)  or images. Presumably, the owngoal-relatedness of the word's meaning grabs processing priority over identification of font color, thereby",0
"McVay and Kane's conceptualization (e.g., Kane and McVay, 2012;#AUTHOR_TAG and Kane, 2012 b), on the other hand, features proactive executive control that keeps people focused on their goal pursuits, from which mind-wandering distracts. Indeed, mindwandering detracts from performance of many ongoing tasks ",0
"encephalography (EEG) and eye movement measures (Hoelscher et al., 1981)  administered a modified Concern Dimensions Questionnaire (CDQ; #AUTHOR_TAG  et al., 1980Klinger et al., , 1981 to assess seven participants' goals, followed by four consecutive nights, an adaptation night and three experimental nights, during which, five to seven times per night during Stage 1-rapid eye movement (REM) or Stage 2 sleep, the experimenters  Hoelscher et al. (1981) . REM, rapid eye",1
"of action in comparison with alternative courses of action possible in that situation. An elaborate research area has grown up around this decision process, which one can generally subsume under Expectancy X Value theory in psychology and Expected Utility theory in economics. This theory, together with recent neuroscientific findings that support it, is briefly reviewed elsewhere (#AUTHOR_TAG and Cox, 2011) .</s>",0
"Another investigation (#AUTHOR_TAG  et al., 2004) found evidence of substantially higher arousal as measured by heart rate for individuals who engaged in more frequent task-unrelated thoughts (TUTs). Although this investigation did not assess the relatedness of TUTs to individual participants' goals or concerns, it is a fair assumption from other evidence that their TUTs were so related. Although the sample was small, the correlations between TUT frequency and heart rate were substantial. For three task conditions the ordinal correlations were 0.75 in a word-shadowing task (reading without memorization) and 0.28 in a word-study task (with memorization); the overall correlation for the combined tasks was 0.58. One possible implication is that goal-related thoughts during TUTs are associated with emotional arousal.",0
"-related cues have somewhat similar effects on the content of both waking thought samples and dream samples obtained with night-time probes. Some degree of continuity in waking and sleeping mentation has been noted as well by others (e.g., Domhoff, 1996;Raichle, 2009;#AUTHOR_TAG  et al., 2011). Given this apparent continuity, it seems reasonable to consider both kinds of states together for purposes of delineating principles governing their thematic content.",0
"processes with corresponding shifts between external perception or action and the fostering of thoughts. The decision function could be similar to that operating in choices among alternative actions (e.g., #AUTHOR_TAG  et al., 2005;Tobler et al., 2005) .",0
"-related cues have somewhat similar effects on the content of both waking thought samples and dream samples obtained with night-time probes. Some degree of continuity in waking and sleeping mentation has been noted as well by others (e.g., #AUTHOR_TAG , 1996;Raichle, 2009;Christoff et al., 2011) . Given this apparent continuity, it seems reasonable to consider both",0
"Besides the observations that mind-wandering was more frequent during relaxed states or work on undemanding tasks, under these conditions self-generated thoughts were more often focused on the future than on the past Cox, 1987 -1988;#AUTHOR_TAG  et al., 2009bBaird et al., 2011) . Under more demanding conditions, this prospective bias disappeared (Smallwood et al., 2009 b). Also, working memory capacity has been reported inversely associated with everyday mind-wandering during resource-demanding activities (Kane et al., 2007) , positively related to proportionally prospective mind-wandering during an undemanding task ",1
"person's executive processes with corresponding shifts between external perception or action and the fostering of thoughts. The decision function could be similar to that operating in choices among alternative actions (e.g., Knutson et al., 2005;#AUTHOR_TAG  et al., 2005). Rather than a failure of executive control, this would entail a flexible executive that moves attention to whatever focus appears at the moment optimal not only for task performance but also for brain refreshment and for all of the other goals on the individual's agenda. The model proposed by Spreng et al. (2010) , with a frontoparietal control network that flexibly joins with other networks to selectively empower their functions, seems compatible with this view.",0
"whereas the third serves ""as a cortical mediator linking the two networks in support of goal-directed cognitive processes"" (Spreng et al., 2010, p. 303;  conceptually extended by #AUTHOR_TAG  et al., 2012). That is, Spreng et al.'s (2010) fM",0
"Additional data on the relation of emotional arousal to goal cues were obtained with skin conductance responses (#AUTHOR_TAG  et al., 1993). In the first of three experiments, 19 American participants participated in two separate sessions. The first session consisted of completing the CDQ (Klinger et al., 1980) , and the second session on the following day involved electrodermal measurement during taped stimulus presentations. These consisted of 84 three-word clusters presented twice in two different random orders; for example, ""doctor lifelong ambition,"" """,1
"ation approaches one's challenges appears to make an important difference in goalattainment. Thus Gabriele Oettingen and her colleagues (e.g., #AUTHOR_TAG  et al., 2001;Oettingen and Mayer, 2002)  undertook an extensive series of studies on how features of fantasies relate to or influence subsequent reactions in imaginary or actual goal pursuits. These studies employed a variety of goals, such as finding employment, study abroad, improved academic performance, and interpersonal relationships. In some studies, participants wrote down fantasy elements and in others their fantasies remained purely mental. In both correlational and experimental designs the results established that, relative to people",1
"Mind-wandering has a well-established inverse relationship to a variety of performance measures (e.g., Smallwood et al., 2004; McVay and Kane, 2012 a,b;, including reading comprehension (Smallwood et al., 2003 (Smallwood et al., , 2007(Smallwood et al., , 2008Smallwood and Schooler, 2006;McVay and Kane, 2009;Smallwood, 2011;#AUTHOR_TAG  et al., 2012). Unsworth and McMillan (2013)  thoughtsampled TUTs and obtained laboratory measures of working memory capacity and a number of self-report measures",1
"of a more extensive process that protects ongoing behavior (see also Klinger, 1971 Klinger, , 2011, in regard to a meaning-complex theory of response organization; also behavioral chunking, e.g., #AUTHOR_TAG  et al., 2010).</s>",0
"When tasks make large demands on processing, the necessary shift of mental resources from the default-mode network to executive regions is harder to attain with advancing age (#AUTHOR_TAG  et al., 2007). Mind-wandering activity is also modulated in accordance with the factors described below under Principle 5.</s>",0
"working memory capacity has been reported inversely associated with everyday mind-wandering during resource-demanding activities (Kane et al., 2007) , positively related to proportionally prospective mind-wandering during an undemanding task (Baird et al., 2011) , but unrelated to proportionally prospective mind-wandering during demanding tasks (#AUTHOR_TAG  et al., 2013). In the latter condition, perhaps the drain on working memory saps its availability for building scenarios of the future.</s>",0
"., Mason et al., 2007;Christoff et al., 2009; Andrews-Hanna et al., 2010 a;Stawarczyk et al., 2011 b), a network of several ""hubs"" and ""subsystems"" (#AUTHOR_TAG , 2012) that probably constitutes a majority of the brain's energy consumption (Raichle, 2009) . It must serve important functions. These include a variety of mental processes, including retrieval of past experiences and imagining future scenarios ",0
"as ""moderately confident"" 35% of the time. #AUTHOR_TAG  (1977) asked participants in a laboratory to signal with a key press every time their mind shifted to a new topic, which happened on average about 5 or 6 s apart. This agrees very approximately with our own findings.</s>",1
"If the individual becomes actively operant in pursuing the goal, the situation is transformed into one similar to experimental task activity. Mind-wandering is then typically reduced, and activity in the default-mode network is attenuated, a finding that originally arose out of experimental manipulations leading to the discovery of that network as one whose activity rises spontaneously and regularly in the absence of work on a task (a ""resting state""; #AUTHOR_TAG  et al., 2001).</s>",0
"evidence that inducing negative moods increases mindwandering, perhaps because it potentiates personal concerns (Smallwood et al., 2009 a). When internal cues are associated with threat, they may set up a repetitive sequence of ruminative thoughts. (For a full review of repetitive thought, see #AUTHOR_TAG , 2008.) The findings described above provide a ready explanation for ruminative sequences. For",0
"An impressive proportion of thought samples obtained during mind-wandering have contained content that related to the individual's goals, including spontaneous planning elements (Andrews-Hanna et al., 2010 a;#AUTHOR_TAG  et al., 2011a;Andrews-Hanna, 2012) . In a retrospective questionnaire following their MRI sessions, participants using seven-point scales rated their spontaneous thoughts on average at about a goal-relatedness scale's midpoint (4.16) and rated the thoughts' personal significance above that (5.26); nearly half of these thoughts were considered to have focused on the past (19%) or future (28%; Andrews-Hanna et al., 2010 a",1
"ward. Earlier, a meta-analysis by #AUTHOR_TAG  et al. (2009) had found active default-mode components during autobiographic memories, prospection (imagining the future), navigation (imagining one's location and how to move within it), and theory of mind (taking another person's perspective). These results clearly suggest that the default-mode network is activated during a variety of perceptually decoupled mental activities. It thus appears that although the respondent components of mind-wandering may depend on the default-mode network, they are far from the only activity supported by that network.</s>",0
"Furthermore, it appears that negative moods tend to skew mind-wandering toward past events (#AUTHOR_TAG and O'Connor, 2011; . Once the person has extracted all of the lessons offered by these past events, further repetition is unhelpful, and the rumination is likely mainly to lower mood even further. Individuals with personalities high in negative affect are",1
"There is one more kind of association involving emotion. There is evidence that inducing negative moods increases mindwandering, perhaps because it potentiates personal concerns (#AUTHOR_TAG  et al., 2009a). When internal cues are associated with threat, they may set up a repetitive sequence of ruminative thoughts. (For a full review of repetitive thought, see Watkins, 2008 .) The findings described above provide a ready explanation for ruminative sequences. For",1
"For some years now, there has been a lively, constructive debate regarding this switching process. This debate has been most recently summarized by #AUTHOR_TAG  (2013a), who has also suggested a resolution among four main viewpoints: the goal theory of current-concerns (e.g., Klinger, 1971",1
"Modern scientific research on such shifts in thought can be considered to have begun in earnest with the experimental and psychometric work of Jerome L. Singer and John S. Antrobus (e.g., Singer, 1966) . The terms operant versus respondent are taken from Skinner's theory (Skinner, 1935 (#AUTHOR_TAG , , 1953 to refer to activity aimed at acquiring reinforcers (or goals) versus reflexive responses to stimuli, here including one's own mental events.</s>",1
"s goals. There are numerous anecdotal reports of important creative insights attained during states that foster mind-wandering (e.g., Klinger, 1990;Singer, 2009) . Early on, #AUTHOR_TAG  and Schonbar (1961)  had found that a psychometric, self-report measure of how much graduate students in education daydreamed correlated 0.48 with the degree of creativity the students displayed in their account of an ""actual daydream"" and in a ""spontaneous, original story"" that they wrote. Reviewing the",0
"ve for a balance between active goal pursuit and inner life such as ordinary mind-wandering and imaginative daydreaming, which are themselves goal-related. There are large individual differences in the amount of time that people desire to spend in imaginative daydreaming (#AUTHOR_TAG and Bonanno, 1990;Singer, 1966 Singer, , 1975Bigelsen and Schupak, 2011) , some valuing it as a resource for self-amusement and stimulation and others eager to reduce or eliminate it but unable to attain a daydream-free state.</s>",0
"The investigation by Mason et al. (2007)  also found significant correlations during well-practiced tasks between fMRI readings of activation in six regions of the default-mode network and scores on the daydreaming frequency scale of the Imaginal Processes Inventory (IPI; #AUTHOR_TAG and Antrobus, 1972) , a self-report psychometric measure of the individual's typical inner experience. With little variation across the six recording sites, the mean of the mean correlations was 0.58; the mean of the peak correlations was 0.72. These strong correlations both validate the daydreaming frequency scale of the IPI and establish the close association of the defaultmode network with mind-wandering, which is",0
"<s> On the assumption that males are more likely than women to be concerned with power and hence be drawn to its cues, #AUTHOR_TAG  et al. (2010) performed three experiments on responses of men and women to high-power versus low-power cues. These demonstrated that male participants dwelt longer on words relevant to power than on neutral words, were more distracted by high-power than low-power flanker words (i.e., had longer RTs to target stimuli), and were more likely to recall high-powerrelated than low-power-related names. Female participants did not display these biases of attention and memory. These results are consistent with those described",0
") forebrain activity seeks to fit these images into as coherent a pattern or plot as possible (the synthesis). There is also an extended version of this theory (#AUTHOR_TAG and Yellen, 1987)  that adds an emotional component. Although one could argue that goal-related associations might be worked into the synthesis, neither formulation admits volitional forces such as intentions into the array of determinants that shape dreams, let alone an interaction of intentions with current concerns.",0
"Using RT methods (#AUTHOR_TAG , 1987), participants pressed buttons as quickly as possible to identify whether letters displayed one at a time on the lower half of a computer screen were an X or a Y. Participants were instructed to ignore distractor stimuli, many of them words, that often appeared at a fixation point above the letters. After this procedure, subjects rated how much each distractor word aroused them emotionally. Letter identification",0
"color, such as green font for the word RED. Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (Johnsen et al., 1994;#AUTHOR_TAG and McNally, 1995;Gilboa-Schechtman et al., 2000;Fadardi and Cox, 2008)  or images. Presumably, the owngoal-relatedness of the word's meaning grabs processing priority over identification of font color, thereby",0
"EEG evidence with eventrelated potentials indicates that infants as young as nine months react with N400 deflections (negative deflections after 400 ms poststimulus) when sequences they observe end unexpectedly (#AUTHOR_TAG  et al., 2009). Perceptual decoupling may, accordingly, be part of a more extensive process that protects ongoing behavior (see also ",0
"Second, mind-wandering appears to promote creative problemsolving that is productive toward attaining one's goals. There are numerous anecdotal reports of important creative insights attained during states that foster mind-wandering (e.g., Klinger, 1990;#AUTHOR_TAG , 2009). Early on, Singer and Schonbar (1961)  had found that a psychometric, self-report measure of how much graduate students in education daydreamed correlated 0.48 with the degree of creativity the students displayed in their account of an """,0
"The automatic character of this cognitive prioritizing was further buttressed by data from a lexical decision task (#AUTHOR_TAG , 1987). Young's participants were to indicate as quickly as possible by pressing a button whether each occurrence of a letter string on a computer screen was an English word. The left side of the screen was taken up by a patch containing computer-related verbal ""garbage,"" which participants were instructed to ignore (and apparently did), but which sometimes contained a word related to one of a participant's current goals. When the target string was indeed a word, this lexical judgment was slowed significantly if the distractor patch contained an own-goal-related word. Again, the",0
"A similar result emerged from a conventional questionnaire study (#AUTHOR_TAG  et al., 2012) that found life satisfaction to be negatively correlated with self-reported patterns of daydreaming about inaccessible people (for example, out of the person's past or strangers) but positively correlated with daydreaming about people with whom the daydreamer was currently close. That is, the association of daydreaming patterns with affect varied (significantly but weakly) with daydream content. There was no consistent association with",1
"as green font for the word RED. Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (#AUTHOR_TAG  et al., 1994;Riemann and McNally, 1995; Gilboa-Schechtman et al., 2000;Fadardi and Cox, 2008)  or images.",0
"it is no surprise that excessive drinkers find their attention drawn to alcohol cues. Instead of targeting RT to words whose meaning conflicts with their font color, these studies targeted words related to alcohol and compared RT to the alcohol-related words with RT to emotionally neutral words (#AUTHOR_TAG  et al., 2000(Cox et al., , 2006. Frequent drinkers were slower to name the colors of alcohol-related words, and the amount of interference, which is calculated as RT to alcohol words minus RT to neutral words, is correlated with the",0
"ensive with conscious mind-wandering, citing the continuation of the network's activity into lighter states of anesthesia and Stages 1 and 2 of sleep (#AUTHOR_TAG  et al., 2008), when dreaming is most frequent, and the demonstration (Christoff et al., 2009)  of executive-network elements during resting states. However, if one accepts that there is continuity between mind-wandering states and dreaming, and if one recognizes that non-",0
"The results of the suggestion nights also demonstrated that dream content responded to sleepers' presleep intentions, which would appear difficult for activation-synthesis theory to accommodate. The principal features of #AUTHOR_TAG  and McCarley's (1977)  original formulation of activation-synthesis theory are that (a) dream images are directly generated by essentially random, sporadic pontine discharges (the activation) that produce sudden sensations, the dream hallucinations, and (b) forebrain activity seeks to fit these images into as coherent a pattern or plot as possible (the synthesis). There is also an extended version of this theory ",0
", such as green font for the word RED. Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (Johnsen et al., 1994;Riemann and McNally, 1995;#AUTHOR_TAG  et al., 2000;Fadardi and Cox, 2008)  or images. Presumably, the owngoal-relatedness of the word's meaning grabs processing priority over identification of font color, thereby",0
"Subsequent research has confirmed these conditions that govern the tendency for minds to wander. One prominent determinant, as in Antrobus et al. (1966) , is task difficulty, which can be operationalized as a baseline task of simply fixating attention on a point on a screen versus varying degrees of perceptual load or working memory load. #AUTHOR_TAG  (1995) found TUTs more frequent with less demanding vigilance tasks. He reports on other experiments with similar effects, but the difficulty of the reading tasks they used appears not to have affected the frequency of TUTs. Difficulty levels of texts may affect TUTs differently than more controlled, brief task units. Feng et al. (2013)",0
"Various investigators have applied varying operational definitions to daydreaming, such as thought consisting of fanciful content (#AUTHOR_TAG , 1953), being independent of current task activity (e.g., Singer, 1966) , or being unintended and spontaneous",0
"Consistent with these findings regarding the processing priority placed on cues related to goals, #AUTHOR_TAG  (2012) has presented a neuroscientific model of brain organization and development, based largely on split-brain research, to support the conclusion that attention is controlled by intended actions and, at higher levels of organization, goals. He proposes ""a multilevel system for the allocation of attention for action, in which the dopaminergic basal ganglia-thalamic-cortical circuits are integral.... Notably, the present framework builds upon a highly dynamic system in which subcortical processes are central to the networks involved"" (p. 12).",0
"The strong evidence for perceptual decoupling raises a further question regarding the processes involved in protecting the integrity of segments of behavior -that is, of relatively integrated response sequences that lead from the decision to act (or the start of a thought train) to the intended endpoint of the sequence (see also #AUTHOR_TAG  et al., 2013;. That launching such a sequence instates an inhibition of interruptive factors seems clear. Ex",0
"segments in waking states -in one study 25% of waking thought samples were rated by participants as having at least a trace of dream-like qualities Cox, 1987 -1988), which agrees approximately with other results (#AUTHOR_TAG and Fleisher, 1975;Klinger, 1978 Klinger, -1979) -as well as there being waking-like cognitive content in dreams. As indicated below, goal-related cues have somewhat similar effects on the content of both waking thought samples and dream samples obtained with night-time probes.",0
"Regarding the association of emotional arousal with goal-related cues, #AUTHOR_TAG  and Klinger (1986)  computed 85 participants' intraindividual correlations between two kinds of their reactions to 40 words: the word's emotional ""arousal potential"" for them (""the strength of the subject's emotional reaction to the content of the word"") and ""the extent to which the word has to do with the subject's important concerns, problems, worries, or goals that currently preoccupy the subject."" The two ratings were obtained in two different phases of the experiment, separated by a distractor task. The two ratings were obtained in two different phases of the experiment, separated by a distractor task. The mean intra-individual correlation between these ratings was 0.45 (p < 0",0
"least partly because drink cues arouse the desire to drink. Interestingly, #AUTHOR_TAG  and Cox (2009)  have worked out an intervention, called the Alcohol Attention Control Treatment Program (AACTP), for reducing excessive drinkers' bias toward processing alcohol cues. In this method, they attempted to counter the processing priority of alcohol cues directly by training disattention to them in successive Stroop exercises. The method both improved color-naming RT and reduced participants' alcohol consumption. The reduction of alcohol consumption continued through a 30day follow-up period. It was evidently possible to reduce the processing priority of the drinking goal and with it the status of the goal itself.",0
"It may be that the human brain is designed to spend some of its time processing and reprocessing its agenda of goals and the person's experiences that bear on those goals. I am unaware of specific evidence regarding this, but there is suggestive evidence in experiments by #AUTHOR_TAG  et al. (1983), who instructed worriers to spend a concentrated half hour of each day worrying. This reduced the self-reported percentages of their remaining hours per day spent worrying. It would be interesting to examine whether time periods immediately following intensely demanding work contain more mind-wandering than during times following relaxed periods or undemanding work. The results described above of increasing mind-wandering with increasing task duration suggest a likely outcome.",0
"Andrews-Hanna et al., 2010 a,b). Consistent with these findings, #AUTHOR_TAG  et al. (2012) found elevated activity in the medial temporal lobes during generation of creative ideas.</s>",0
"Another sleep study (Nikles et al., 1998)  instructed 10 participants before they went to sleep to dream about a particular topic, which sometimes was related to one of their individual goals, as assessed by a modified Short Motivational Structure Questionnaire (MSQ; #AUTHOR_TAG and Klinger, 2011)  and sometimes it was related to a different person's goal. Participants spent four consecutive nights in the laboratory: an adaptation night without awakenings, a baseline night with aw",0
"of alcohol-related words, and the amount of interference, which is calculated as RT to alcohol words minus RT to neutral words, is correlated with the amount of alcohol the participant normally consumed in a week #AUTHOR_TAG , 2008, 2009; This effect was largely independent of participants' overall executive cognitive functioning).</s>",0
"and others.) There were a number of partial precedents for these findings: SITs associated with medial prefrontal cortex (McGuire et al., 1996) , similarity in activation patterns during rest and semantic retrieval (#AUTHOR_TAG  et al., 1999), increased task difficulty leading (a) to increased deactivation of some regions associated with the default-mode network (McKiernan et al., 2003) ",0
"(Smallwood et al., 2009 b). Also, working memory capacity has been reported inversely associated with everyday mind-wandering during resource-demanding activities (#AUTHOR_TAG  et al., 2007), positively related to proportionally prospective mind-wandering during an undemanding task (Baird et al., 2011) , but unrelated to proportionally prospective mind-wandering during demanding tasks (McVay et al., 2013) . In the latter condition, perhaps the drain on working memory saps its availability for building scenarios of the future.</s>",0
"<s> As a terminological note, ""arousal"" is here taken as a dimension of emotional amplitude. From at least Wilhelm Wundt a century ago to Lisa Feldman Barrett (e.g., #AUTHOR_TAG  et al., 2012), arousal (sometimes called activation), and hedonic valence (i.e., quality of the emotional response being aroused) have been two fundamental dimensions of emotion or affect. Sometimes, as in the literature on skin conductance responses, the hedonic valence of the aroused emotion is left unspecified.</s>",0
"Besides the observations that mind-wandering was more frequent during relaxed states or work on undemanding tasks, under these conditions self-generated thoughts were more often focused on the future than on the past #AUTHOR_TAG , 1987-1988;Smallwood et al., 2009 bBaird et al., 2011) . Under more demanding conditions, this prospective bias disappeared (Smallwood et al., 2009 b). Also, working memory capacity has been reported inversely associated with everyday mind-wandering during resource-demanding activities ",0
"McVay and Kane's conceptualization (e.g.,#AUTHOR_TAG and McVay, 2012;McVay and Kane, 2012 b), on the other hand, features proactive executive control that keeps people focused on their goal pursuits, from which mind-wandering distracts. Indeed, mindwandering detracts from performance of many ongoing tasks",1
"), which must limit the amount of time they spend mind-wandering. There is extensive reason to believe that a sense that one's life is meaningful depends on having attractive, attainable goals and that this is necessary for sustained mental health (Klinger, 1977 (#AUTHOR_TAG  , 2012. The absence of such goals leads to boredom, depressed moods, excessive entertainment, and substance use. People strive for a balance between active goal pursuit and inner life such as ordinary mind-wandering and imaginative daydreaming, which are themselves goal-related. There are large individual differences in the amount of time that people desire to spend in imaginative",0
"There are large individual differences in the amount of time that people desire to spend in imaginative daydreaming (Singer and Bonanno, 1990;Singer, 1966 Singer, , 1975#AUTHOR_TAG and Schupak, 2011) , some valuing it as a resource for self-amusement and stimulation and others eager to reduce or eliminate it but unable to attain a daydream-free state.</s>",1
"It is important not to confuse these findings with an impression sown by the title and summary of an article by #AUTHOR_TAG  and Gilbert (2010) , that mind-wandering as such lowers mood. That is not what their data actually showed. Their participants rated 42.5% of their mind-wandering episodes as about something ""pleasant,"" with mood then averaging slightly above the overall mood average, roughly equaling mood when not mind-wandering. They rated 31% of the remaining mindwandering episodes as about something ""neutral,"" with average mood slightly below overall average but above the mood scale's midpoint. Participants rated mood as sharply below overall average and below the scale midpoint only during the 26.5% of mind-wandering samples that they characterized as about something ""unpleasant."" Thus, only particular thought content, not mind-wandering as such, was",1
"in a band beginning at about 300 ms after stimulus onset (the P300 response). This nomological net is reviewed elsewhere (#AUTHOR_TAG , 1996). Its implications are that the processing of emotionally loaded material begins about a third of a second after stimulus onset. Because of its association with the emotionality of stimuli",0
"Second, mind-wandering appears to promote creative problemsolving that is productive toward attaining one's goals. There are numerous anecdotal reports of important creative insights attained during states that foster mind-wandering (e.g., #AUTHOR_TAG , 1990;Singer, 2009) . Early on, Singer and Schonbar (1961)  had found that a psychometric, self-report measure",0
equal-mass) BHs. This choice prevents the lapse from deviating too much from unity which may have caused instabilities in earlier GHG evolutions #AUTHOR_TAG . For some further discussion of gauge choices in the GHG,0
"as long as the excised region remains inside the event horizon or, as usually done in practice, is located inside the apparent horizon (AH) #AUTHOR_TAG  on each hypersurface �� t . This",0
"equations, 4 hypersurface equations relating variables inside the hypersurfaces, 3 supplementary and 1 trivial equation; for details see #AUTHOR_TAG  and references therein. C",0
"to illustrate the many fundamental differences that arise in the general relativistic two-body problem, it is helpful to first consider the Einstein equations (1) in a time-space split form. This is conveniently achieved with the canonical ""3+1"" split of the Einstein equations originally developed by Arnowitt, Deser and Misner (ADM) #AUTHOR_TAG  and later reformulated by York [5,6]; for a detailed review see [7]. We",0
"have been applied with great success in the presence of special spacetime symmetries and indeed been the first to model single BH spacetimes with long-term stability [12,#AUTHOR_TAG ]. In spite of the formalism",0
"Extended books on the methodology of NR have been written by Alcubierre #AUTHOR_TAG , Bona et al. [253] as well as Baumgarte and Shapiro [254]; we also note G",0
"]. (ii) The Landau-Lifshitz pseudo tensor #AUTHOR_TAG  is constructed by mapping the curved, physical spacetime onto an auxiliary flat spacetime with metric �_ ���_ . This leads to expressions for the radiated energy and momenta; for applications see e.g. [13",0
"many fundamental differences that arise in the general relativistic two-body problem, it is helpful to first consider the Einstein equations (1) in a time-space split form. This is conveniently achieved with the canonical ""3+1"" split of the Einstein equations originally developed by Arnowitt, Deser and Misner (ADM) [4] and later reformulated by York [5,#AUTHOR_TAG ]; for a detailed review see [7]. We",0
"The other formulation instrumental for the breakthroughs is based on the Einstein equations in harmonic gauge #AUTHOR_TAG  defined by the spacetime coordinates satisfying the condition x �� = __�g ���_ �_ �� ���_ = 0. In this form, the Ricci tensor takes on the form",0
", the principal part of the Einstein equations is that of the scalar wave operator and the equations are symmetric hyperbolic. Harmonic coordinates have been used in the first proofs of the local uniqueness of the Cauchy problem in GR [29]#AUTHOR_TAG [31]. A generalization of this particularly appealing form of the Einstein equations to arbitrary gauge is realized by promoting the functions</s>",0
"ing K = const = 0 and plays an important role in the so-called conformal field equations (see #AUTHOR_TAG  and references therein), but",0
"Starting in the late 1960s, the problem was reinvestigated in an effort initiated by DeWitt which led to PhD theses by��ade�_, Smarr and Eppley [142]#AUTHOR_TAG [144]. These works implemented the ADM equations in axisymmetry using a specific type of coordinates often referred to as��ade�_ coordinates and thus evolved head-on collisions starting with Misner data, testing several gauge conditions including maximal slicing, vanishing shift and minimal distortion shift. Their equal-mass head-on collisions predict a GW energy of about 0.1 % of the total mass, albeit with uncert",0
"Starting in the late 1960s, the problem was reinvestigated in an effort initiated by DeWitt which led to PhD theses by��ade�_, Smarr and Eppley [142][143][#AUTHOR_TAG . These works implemented the ADM equations in axisymmetry using a specific type of coordinates often referred to as��ade�_ coordinates and thus evolved head-on collisions starting with Misner data, testing several gauge conditions including maximal slicing, vanishing shift and minimal distortion shift. Their equal-mass head-on collisions predict a",0
"1 % of the total mass, albeit with uncertainties of a factor a few; for details see [#AUTHOR_TAG ,145,146]. This",0
"The next burst of efforts took place in the 1990s, much of it as part of the ""Binary Black Hole Grand Challenge Project"" #AUTHOR_TAG . Earlier studies of this decade still employed axisymmetry and similar techniques as above, but on significantly improved computational architecture. Anninos et al.",0
". Under the assumption of cosmic censorship and certain energy conditions, it can furthermore be shown that if a hypersurface �� t contains an AH, it will coincide or lie within the event horizon's cross section with �� t [110,#AUTHOR_TAG ]. The irreducible mass of a BH is directly encoded in",5
